sequence,color_space,umap_components,original_feature_dim,umap_applied,crop_center_ratio,crop_method,experiment_stage,positive_label,negative_label,true_positive,false_positive,true_negative,false_negative,accuracy,num_samples
F_20200220_1_0330_0360,h,13,800,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,h,18,800,True,0.4,center,umap_color,1,0,103,39,93,29,0.7424242424242424,264
F_20200220_1_0330_0360,h,23,800,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,h,33,800,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,h,38,800,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,h,43,800,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,h,48,800,True,0.4,center,umap_color,1,0,103,41,91,29,0.7348484848484849,264
F_20200220_1_0330_0360,rgb,3,864,True,0.4,center,umap_color,1,0,103,39,93,29,0.7424242424242424,264
F_20200220_1_0330_0360,rgb,8,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0330_0360,rgb,13,864,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,rgb,18,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0330_0360,rgb,23,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0330_0360,rgb,28,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0330_0360,rgb,33,864,True,0.4,center,umap_color,1,0,103,38,94,29,0.7462121212121212,264
F_20200220_1_0330_0360,rgb,38,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0330_0360,rgb,43,864,True,0.4,center,umap_color,1,0,103,35,97,29,0.7575757575757576,264
F_20200220_1_0330_0360,rgb,48,864,True,0.4,center,umap_color,1,0,103,37,95,29,0.75,264
F_20200220_1_0360_0390,h,3,800,True,0.4,center,umap_color,1,0,110,15,149,55,0.7872340425531915,329
F_20200220_1_0360_0390,h,38,800,True,0.4,center,umap_color,1,0,108,14,150,57,0.78419452887538,329
F_20200220_1_0360_0390,h,8,800,True,0.4,center,umap_color,1,0,107,14,150,58,0.7811550151975684,329
F_20200220_1_0360_0390,h,13,800,True,0.4,center,umap_color,1,0,105,14,150,60,0.7750759878419453,329
F_20200220_1_0360_0390,h,18,800,True,0.4,center,umap_color,1,0,110,14,150,55,0.790273556231003,329
F_20200220_1_0360_0390,h,23,800,True,0.4,center,umap_color,1,0,110,14,150,55,0.790273556231003,329
F_20200220_1_0360_0390,h,33,800,True,0.4,center,umap_color,1,0,103,14,150,62,0.7689969604863222,329
F_20200220_1_0360_0390,h,28,800,True,0.4,center,umap_color,1,0,107,14,150,58,0.7811550151975684,329
F_20200220_1_0360_0390,h,43,800,True,0.4,center,umap_color,1,0,107,14,150,58,0.7811550151975684,329
F_20200220_1_0360_0390,h,48,800,True,0.4,center,umap_color,1,0,107,14,150,58,0.7811550151975684,329
F_20200220_1_0360_0390,rgb,3,864,True,0.4,center,umap_color,1,0,108,14,150,57,0.78419452887538,329
F_20200220_1_0360_0390,rgb,8,864,True,0.4,center,umap_color,1,0,106,14,150,59,0.7781155015197568,329
F_20200220_1_0360_0390,rgb,13,864,True,0.4,center,umap_color,1,0,103,14,150,62,0.7689969604863222,329
F_20200220_1_0360_0390,rgb,18,864,True,0.4,center,umap_color,1,0,105,14,150,60,0.7750759878419453,329
F_20200220_1_0360_0390,rgb,23,864,True,0.4,center,umap_color,1,0,105,14,150,60,0.7750759878419453,329
F_20200220_1_0360_0390,rgb,28,864,True,0.4,center,umap_color,1,0,104,14,150,61,0.7720364741641338,329
F_20200220_1_0360_0390,rgb,33,864,True,0.4,center,umap_color,1,0,105,14,150,60,0.7750759878419453,329
F_20200220_1_0360_0390,rgb,38,864,True,0.4,center,umap_color,1,0,104,14,150,61,0.7720364741641338,329
F_20200220_1_0360_0390,rgb,43,864,True,0.4,center,umap_color,1,0,103,14,150,62,0.7689969604863222,329
F_20200220_1_0360_0390,rgb,48,864,True,0.4,center,umap_color,1,0,106,14,150,59,0.7781155015197568,329
F_20200220_1_0390_0420,h,8,800,True,0.4,center,umap_color,1,0,134,45,120,31,0.7696969696969697,330
F_20200220_1_0390_0420,h,33,800,True,0.4,center,umap_color,1,0,134,44,121,31,0.7727272727272727,330
F_20200220_1_0390_0420,h,18,800,True,0.4,center,umap_color,1,0,133,47,118,32,0.7606060606060606,330
F_20200220_1_0390_0420,h,13,800,True,0.4,center,umap_color,1,0,133,45,120,32,0.7666666666666667,330
F_20200220_1_0390_0420,h,23,800,True,0.4,center,umap_color,1,0,133,43,122,32,0.7727272727272727,330
F_20200220_1_0390_0420,h,28,800,True,0.4,center,umap_color,1,0,133,43,122,32,0.7727272727272727,330
F_20200220_1_0390_0420,h,3,800,True,0.4,center,umap_color,1,0,133,46,119,32,0.7636363636363637,330
F_20200220_1_0390_0420,h,38,800,True,0.4,center,umap_color,1,0,134,46,119,31,0.7666666666666667,330
F_20200220_1_0390_0420,h,43,800,True,0.4,center,umap_color,1,0,133,46,119,32,0.7636363636363637,330
F_20200220_1_0390_0420,h,48,800,True,0.4,center,umap_color,1,0,133,43,122,32,0.7727272727272727,330
F_20200220_1_0390_0420,rgb,3,864,True,0.4,center,umap_color,1,0,134,46,119,31,0.7666666666666667,330
F_20200220_1_0390_0420,rgb,8,864,True,0.4,center,umap_color,1,0,134,44,121,31,0.7727272727272727,330
F_20200220_1_0390_0420,rgb,13,864,True,0.4,center,umap_color,1,0,133,45,120,32,0.7666666666666667,330
F_20200220_1_0390_0420,rgb,23,864,True,0.4,center,umap_color,1,0,134,43,122,31,0.7757575757575758,330
F_20200220_1_0390_0420,rgb,18,864,True,0.4,center,umap_color,1,0,133,47,118,32,0.7606060606060606,330
F_20200220_1_0390_0420,rgb,28,864,True,0.4,center,umap_color,1,0,133,47,118,32,0.7606060606060606,330
F_20200220_1_0390_0420,rgb,33,864,True,0.4,center,umap_color,1,0,134,47,118,31,0.7636363636363637,330
F_20200220_1_0390_0420,rgb,38,864,True,0.4,center,umap_color,1,0,133,46,119,32,0.7636363636363637,330
F_20200220_1_0390_0420,rgb,43,864,True,0.4,center,umap_color,1,0,134,44,121,31,0.7727272727272727,330
F_20200220_1_0390_0420,rgb,48,864,True,0.4,center,umap_color,1,0,134,44,121,31,0.7727272727272727,330
F_20200220_1_0420_0450,h,8,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,13,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,28,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,18,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,33,800,True,0.4,center,umap_color,1,0,144,64,101,21,0.7424242424242424,330
F_20200220_1_0420_0450,h,38,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,23,800,True,0.4,center,umap_color,1,0,144,65,100,21,0.7393939393939394,330
F_20200220_1_0420_0450,h,3,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,43,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,h,48,800,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,rgb,3,864,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,rgb,8,864,True,0.4,center,umap_color,1,0,144,63,102,21,0.7454545454545455,330
F_20200220_1_0420_0450,rgb,13,864,True,0.4,center,umap_color,1,0,144,64,101,21,0.7424242424242424,330
F_20200220_1_0420_0450,rgb,18,864,True,0.4,center,umap_color,1,0,144,63,102,21,0.7454545454545455,330
F_20200220_1_0420_0450,rgb,23,864,True,0.4,center,umap_color,1,0,141,47,118,24,0.7848484848484848,330
F_20200220_1_0420_0450,rgb,28,864,True,0.4,center,umap_color,1,0,144,63,102,21,0.7454545454545455,330
F_20200220_1_0420_0450,rgb,33,864,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,rgb,38,864,True,0.4,center,umap_color,1,0,144,61,104,21,0.7515151515151515,330
F_20200220_1_0420_0450,rgb,43,864,True,0.4,center,umap_color,1,0,144,66,99,21,0.7363636363636363,330
F_20200220_1_0420_0450,rgb,48,864,True,0.4,center,umap_color,1,0,143,62,103,22,0.7454545454545455,330
F_20200220_1_0450_0480,h,18,800,True,0.4,center,umap_color,1,0,139,42,123,25,0.7963525835866262,329
F_20200220_1_0450_0480,h,13,800,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,h,23,800,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,h,28,800,True,0.4,center,umap_color,1,0,138,41,124,26,0.7963525835866262,329
F_20200220_1_0450_0480,h,8,800,True,0.4,center,umap_color,1,0,139,42,123,25,0.7963525835866262,329
F_20200220_1_0450_0480,h,3,800,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,h,33,800,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,h,38,800,True,0.4,center,umap_color,1,0,138,41,124,26,0.7963525835866262,329
F_20200220_1_0450_0480,h,43,800,True,0.4,center,umap_color,1,0,140,44,121,24,0.7933130699088146,329
F_20200220_1_0450_0480,h,48,800,True,0.4,center,umap_color,1,0,137,37,128,27,0.8054711246200608,329
F_20200220_1_0450_0480,rgb,3,864,True,0.4,center,umap_color,1,0,139,42,123,25,0.7963525835866262,329
F_20200220_1_0450_0480,rgb,8,864,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,rgb,13,864,True,0.4,center,umap_color,1,0,139,43,122,25,0.7933130699088146,329
F_20200220_1_0450_0480,rgb,18,864,True,0.4,center,umap_color,1,0,138,40,125,26,0.7993920972644377,329
F_20200220_1_0450_0480,rgb,23,864,True,0.4,center,umap_color,1,0,139,42,123,25,0.7963525835866262,329
F_20200220_1_0450_0480,rgb,28,864,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,rgb,33,864,True,0.4,center,umap_color,1,0,139,41,124,25,0.7993920972644377,329
F_20200220_1_0450_0480,rgb,38,864,True,0.4,center,umap_color,1,0,140,43,122,24,0.7963525835866262,329
F_20200220_1_0450_0480,rgb,43,864,True,0.4,center,umap_color,1,0,139,44,121,25,0.790273556231003,329
F_20200220_1_0450_0480,rgb,48,864,True,0.4,center,umap_color,1,0,139,42,123,25,0.7963525835866262,329
F_20200220_1_0480_0510,h,3,800,True,0.4,center,umap_color,1,0,105,60,105,60,0.6363636363636364,330
F_20200220_1_0480_0510,h,23,800,True,0.4,center,umap_color,1,0,105,55,110,60,0.6515151515151515,330
F_20200220_1_0480_0510,h,28,800,True,0.4,center,umap_color,1,0,106,49,116,59,0.6727272727272727,330
F_20200220_1_0480_0510,h,33,800,True,0.4,center,umap_color,1,0,105,58,107,60,0.6424242424242425,330
F_20200220_1_0480_0510,h,8,800,True,0.4,center,umap_color,1,0,105,50,115,60,0.6666666666666666,330
F_20200220_1_0480_0510,h,18,800,True,0.4,center,umap_color,1,0,106,57,108,59,0.6484848484848484,330
F_20200220_1_0480_0510,h,13,800,True,0.4,center,umap_color,1,0,105,57,108,60,0.6454545454545455,330
F_20200220_1_0480_0510,h,38,800,True,0.4,center,umap_color,1,0,104,60,105,61,0.6333333333333333,330
F_20200220_1_0480_0510,h,43,800,True,0.4,center,umap_color,1,0,107,52,113,58,0.6666666666666666,330
F_20200220_1_0480_0510,h,48,800,True,0.4,center,umap_color,1,0,106,56,109,59,0.6515151515151515,330
F_20200220_1_0480_0510,rgb,3,864,True,0.4,center,umap_color,1,0,105,53,112,60,0.6575757575757576,330
F_20200220_1_0480_0510,rgb,8,864,True,0.4,center,umap_color,1,0,105,60,105,60,0.6363636363636364,330
F_20200220_1_0480_0510,rgb,13,864,True,0.4,center,umap_color,1,0,106,56,109,59,0.6515151515151515,330
F_20200220_1_0480_0510,rgb,18,864,True,0.4,center,umap_color,1,0,106,59,106,59,0.6424242424242425,330
F_20200220_1_0480_0510,rgb,23,864,True,0.4,center,umap_color,1,0,105,50,115,60,0.6666666666666666,330
F_20200220_1_0480_0510,rgb,28,864,True,0.4,center,umap_color,1,0,106,50,115,59,0.6696969696969697,330
F_20200220_1_0480_0510,rgb,33,864,True,0.4,center,umap_color,1,0,106,54,111,59,0.6575757575757576,330
F_20200220_1_0480_0510,rgb,38,864,True,0.4,center,umap_color,1,0,104,53,112,61,0.6545454545454545,330
F_20200220_1_0480_0510,rgb,43,864,True,0.4,center,umap_color,1,0,105,56,109,60,0.6484848484848484,330
F_20200220_1_0480_0510,rgb,48,864,True,0.4,center,umap_color,1,0,105,49,116,60,0.6696969696969697,330
F_20200220_1_0510_0540,h,13,800,True,0.4,center,umap_color,1,0,111,26,139,54,0.7575757575757576,330
F_20200220_1_0510_0540,h,18,800,True,0.4,center,umap_color,1,0,123,69,96,42,0.6636363636363637,330
F_20200220_1_0510_0540,h,33,800,True,0.4,center,umap_color,1,0,121,58,107,44,0.6909090909090909,330
F_20200220_1_0510_0540,h,8,800,True,0.4,center,umap_color,1,0,122,64,101,43,0.6757575757575758,330
F_20200220_1_0510_0540,h,3,800,True,0.4,center,umap_color,1,0,119,53,112,46,0.7,330
F_20200220_1_0510_0540,h,28,800,True,0.4,center,umap_color,1,0,118,47,118,47,0.7151515151515152,330
F_20200220_1_0510_0540,h,38,800,True,0.4,center,umap_color,1,0,118,48,117,47,0.7121212121212122,330
F_20200220_1_0510_0540,h,23,800,True,0.4,center,umap_color,1,0,119,47,118,46,0.7181818181818181,330
F_20200220_1_0510_0540,h,43,800,True,0.4,center,umap_color,1,0,118,51,114,47,0.703030303030303,330
F_20200220_1_0510_0540,h,48,800,True,0.4,center,umap_color,1,0,123,66,99,42,0.6727272727272727,330
F_20200220_1_0510_0540,rgb,3,864,True,0.4,center,umap_color,1,0,123,66,99,42,0.6727272727272727,330
F_20200220_1_0510_0540,rgb,8,864,True,0.4,center,umap_color,1,0,121,53,112,44,0.706060606060606,330
F_20200220_1_0510_0540,rgb,13,864,True,0.4,center,umap_color,1,0,122,60,105,43,0.6878787878787879,330
F_20200220_1_0510_0540,rgb,18,864,True,0.4,center,umap_color,1,0,116,41,124,49,0.7272727272727273,330
F_20200220_1_0510_0540,rgb,23,864,True,0.4,center,umap_color,1,0,113,26,139,52,0.7636363636363637,330
F_20200220_1_0510_0540,rgb,28,864,True,0.4,center,umap_color,1,0,118,47,118,47,0.7151515151515152,330
F_20200220_1_0510_0540,rgb,33,864,True,0.4,center,umap_color,1,0,113,27,138,52,0.7606060606060606,330
F_20200220_1_0510_0540,rgb,38,864,True,0.4,center,umap_color,1,0,124,71,94,41,0.6606060606060606,330
F_20200220_1_0510_0540,rgb,43,864,True,0.4,center,umap_color,1,0,114,26,139,51,0.7666666666666667,330
F_20200220_1_0510_0540,rgb,48,864,True,0.4,center,umap_color,1,0,118,55,110,47,0.6909090909090909,330
F_20200220_1_0540_0570,h,18,800,True,0.4,center,umap_color,1,0,114,90,75,51,0.5727272727272728,330
F_20200220_1_0540_0570,h,8,800,True,0.4,center,umap_color,1,0,108,63,102,57,0.6363636363636364,330
F_20200220_1_0540_0570,h,33,800,True,0.4,center,umap_color,1,0,108,72,93,57,0.6090909090909091,330
F_20200220_1_0540_0570,h,3,800,True,0.4,center,umap_color,1,0,114,71,94,51,0.6303030303030303,330
F_20200220_1_0540_0570,h,28,800,True,0.4,center,umap_color,1,0,111,70,95,54,0.6242424242424243,330
F_20200220_1_0540_0570,h,13,800,True,0.4,center,umap_color,1,0,113,70,95,52,0.6303030303030303,330
F_20200220_1_0540_0570,h,23,800,True,0.4,center,umap_color,1,0,113,70,95,52,0.6303030303030303,330
F_20200220_1_0540_0570,h,38,800,True,0.4,center,umap_color,1,0,114,61,104,51,0.6606060606060606,330
F_20200220_1_0540_0570,h,43,800,True,0.4,center,umap_color,1,0,92,85,80,73,0.5212121212121212,330
F_20200220_1_0540_0570,h,48,800,True,0.4,center,umap_color,1,0,111,70,95,54,0.6242424242424243,330
F_20200220_1_0540_0570,rgb,3,864,True,0.4,center,umap_color,1,0,115,89,76,50,0.5787878787878787,330
F_20200220_1_0540_0570,rgb,8,864,True,0.4,center,umap_color,1,0,114,93,72,51,0.5636363636363636,330
F_20200220_1_0540_0570,rgb,13,864,True,0.4,center,umap_color,1,0,115,87,78,50,0.5848484848484848,330
F_20200220_1_0540_0570,rgb,18,864,True,0.4,center,umap_color,1,0,112,87,78,53,0.5757575757575758,330
F_20200220_1_0540_0570,rgb,23,864,True,0.4,center,umap_color,1,0,115,90,75,50,0.5757575757575758,330
F_20200220_1_0540_0570,rgb,28,864,True,0.4,center,umap_color,1,0,121,87,78,44,0.603030303030303,330
F_20200220_1_0540_0570,rgb,33,864,True,0.4,center,umap_color,1,0,116,89,76,49,0.5818181818181818,330
F_20200220_1_0540_0570,rgb,38,864,True,0.4,center,umap_color,1,0,115,92,73,50,0.5696969696969697,330
F_20200220_1_0540_0570,rgb,43,864,True,0.4,center,umap_color,1,0,116,92,73,49,0.5727272727272728,330
F_20200220_1_0540_0570,rgb,48,864,True,0.4,center,umap_color,1,0,115,87,78,50,0.5848484848484848,330
F_20200220_1_0570_0600,h,3,800,True,0.4,center,umap_color,1,0,96,82,83,69,0.5424242424242425,330
F_20200220_1_0570_0600,h,28,800,True,0.4,center,umap_color,1,0,91,80,85,74,0.5333333333333333,330
F_20200220_1_0570_0600,h,8,800,True,0.4,center,umap_color,1,0,93,81,84,72,0.5363636363636364,330
F_20200220_1_0570_0600,h,18,800,True,0.4,center,umap_color,1,0,94,81,84,71,0.5393939393939394,330
F_20200220_1_0570_0600,h,33,800,True,0.4,center,umap_color,1,0,97,82,83,68,0.5454545454545454,330
F_20200220_1_0570_0600,h,13,800,True,0.4,center,umap_color,1,0,93,82,83,72,0.5333333333333333,330
F_20200220_1_0570_0600,h,23,800,True,0.4,center,umap_color,1,0,97,82,83,68,0.5454545454545454,330
F_20200220_1_0570_0600,h,38,800,True,0.4,center,umap_color,1,0,95,82,83,70,0.5393939393939394,330
F_20200220_1_0570_0600,h,43,800,True,0.4,center,umap_color,1,0,92,81,84,73,0.5333333333333333,330
F_20200220_1_0570_0600,h,48,800,True,0.4,center,umap_color,1,0,93,81,84,72,0.5363636363636364,330
F_20200220_1_0570_0600,rgb,3,864,True,0.4,center,umap_color,1,0,94,82,83,71,0.5363636363636364,330
F_20200220_1_0570_0600,rgb,8,864,True,0.4,center,umap_color,1,0,93,83,82,72,0.5303030303030303,330
F_20200220_1_0570_0600,rgb,13,864,True,0.4,center,umap_color,1,0,93,81,84,72,0.5363636363636364,330
F_20200220_1_0570_0600,rgb,18,864,True,0.4,center,umap_color,1,0,91,80,85,74,0.5333333333333333,330
F_20200220_1_0570_0600,rgb,23,864,True,0.4,center,umap_color,1,0,100,83,82,65,0.5515151515151515,330
F_20200220_1_0570_0600,rgb,28,864,True,0.4,center,umap_color,1,0,93,80,85,72,0.5393939393939394,330
F_20200220_1_0570_0600,rgb,33,864,True,0.4,center,umap_color,1,0,93,82,83,72,0.5333333333333333,330
F_20200220_1_0570_0600,rgb,38,864,True,0.4,center,umap_color,1,0,92,82,83,73,0.5303030303030303,330
F_20200220_1_0570_0600,rgb,43,864,True,0.4,center,umap_color,1,0,92,81,84,73,0.5333333333333333,330
F_20200220_1_0570_0600,rgb,48,864,True,0.4,center,umap_color,1,0,92,81,84,73,0.5333333333333333,330
F_20200220_1_0600_0630,h,18,800,True,0.4,center,umap_color,1,0,113,61,104,52,0.6575757575757576,330
F_20200220_1_0600_0630,h,23,800,True,0.4,center,umap_color,1,0,115,63,102,50,0.6575757575757576,330
F_20200220_1_0600_0630,h,3,800,True,0.4,center,umap_color,1,0,116,63,102,49,0.6606060606060606,330
F_20200220_1_0600_0630,h,13,800,True,0.4,center,umap_color,1,0,114,63,102,51,0.6545454545454545,330
F_20200220_1_0600_0630,h,28,800,True,0.4,center,umap_color,1,0,114,61,104,51,0.6606060606060606,330
F_20200220_1_0600_0630,h,33,800,True,0.4,center,umap_color,1,0,114,62,103,51,0.6575757575757576,330
F_20200220_1_0600_0630,h,8,800,True,0.4,center,umap_color,1,0,113,62,103,52,0.6545454545454545,330
F_20200220_1_0600_0630,h,38,800,True,0.4,center,umap_color,1,0,113,62,103,52,0.6545454545454545,330
F_20200220_1_0600_0630,h,43,800,True,0.4,center,umap_color,1,0,112,63,102,53,0.6484848484848484,330
F_20200220_1_0600_0630,h,48,800,True,0.4,center,umap_color,1,0,112,60,105,53,0.6575757575757576,330
F_20200220_1_0600_0630,rgb,8,864,True,0.4,center,umap_color,1,0,114,61,104,51,0.6606060606060606,330
F_20200220_1_0600_0630,rgb,3,864,True,0.4,center,umap_color,1,0,114,66,99,51,0.6454545454545455,330
F_20200220_1_0600_0630,rgb,13,864,True,0.4,center,umap_color,1,0,116,64,101,49,0.6575757575757576,330
F_20200220_1_0600_0630,rgb,18,864,True,0.4,center,umap_color,1,0,114,63,102,51,0.6545454545454545,330
F_20200220_1_0600_0630,rgb,23,864,True,0.4,center,umap_color,1,0,112,62,103,53,0.6515151515151515,330
F_20200220_1_0600_0630,rgb,33,864,True,0.4,center,umap_color,1,0,115,63,102,50,0.6575757575757576,330
F_20200220_1_0600_0630,rgb,28,864,True,0.4,center,umap_color,1,0,113,61,104,52,0.6575757575757576,330
F_20200220_1_0600_0630,rgb,38,864,True,0.4,center,umap_color,1,0,116,62,103,49,0.6636363636363637,330
F_20200220_1_0600_0630,rgb,43,864,True,0.4,center,umap_color,1,0,112,63,102,53,0.6484848484848484,330
F_20200220_1_0600_0630,rgb,48,864,True,0.4,center,umap_color,1,0,115,65,100,50,0.6515151515151515,330
F_20200220_1_0630_0660,h,3,800,True,0.4,center,umap_color,1,0,75,46,119,90,0.5878787878787879,330
F_20200220_1_0630_0660,h,18,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,h,23,800,True,0.4,center,umap_color,1,0,75,44,121,90,0.593939393939394,330
F_20200220_1_0630_0660,h,13,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,h,33,800,True,0.4,center,umap_color,1,0,75,47,118,90,0.5848484848484848,330
F_20200220_1_0630_0660,h,38,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,h,8,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,h,28,800,True,0.4,center,umap_color,1,0,74,45,120,91,0.5878787878787879,330
F_20200220_1_0630_0660,h,43,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,h,48,800,True,0.4,center,umap_color,1,0,74,46,119,91,0.5848484848484848,330
F_20200220_1_0630_0660,rgb,3,864,True,0.4,center,umap_color,1,0,76,46,119,89,0.5909090909090909,330
F_20200220_1_0630_0660,rgb,8,864,True,0.4,center,umap_color,1,0,77,47,118,88,0.5909090909090909,330
F_20200220_1_0630_0660,rgb,13,864,True,0.4,center,umap_color,1,0,75,46,119,90,0.5878787878787879,330
F_20200220_1_0630_0660,rgb,18,864,True,0.4,center,umap_color,1,0,75,46,119,90,0.5878787878787879,330
F_20200220_1_0630_0660,rgb,23,864,True,0.4,center,umap_color,1,0,77,48,117,88,0.5878787878787879,330
F_20200220_1_0630_0660,rgb,28,864,True,0.4,center,umap_color,1,0,75,46,119,90,0.5878787878787879,330
F_20200220_1_0630_0660,rgb,33,864,True,0.4,center,umap_color,1,0,75,47,118,90,0.5848484848484848,330
F_20200220_1_0630_0660,rgb,38,864,True,0.4,center,umap_color,1,0,76,46,119,89,0.5909090909090909,330
F_20200220_1_0630_0660,rgb,43,864,True,0.4,center,umap_color,1,0,76,46,119,89,0.5909090909090909,330
F_20200220_1_0630_0660,rgb,48,864,True,0.4,center,umap_color,1,0,76,46,119,89,0.5909090909090909,330
F_20200220_1_0660_0690,h,38,800,True,0.4,center,umap_color,1,0,100,15,150,65,0.7575757575757576,330
F_20200220_1_0660_0690,h,33,800,True,0.4,center,umap_color,1,0,113,15,150,52,0.796969696969697,330
F_20200220_1_0660_0690,h,28,800,True,0.4,center,umap_color,1,0,103,15,150,62,0.7666666666666667,330
F_20200220_1_0660_0690,h,3,800,True,0.4,center,umap_color,1,0,110,15,150,55,0.7878787878787878,330
F_20200220_1_0660_0690,h,13,800,True,0.4,center,umap_color,1,0,104,15,150,61,0.7696969696969697,330
F_20200220_1_0660_0690,h,8,800,True,0.4,center,umap_color,1,0,102,15,150,63,0.7636363636363637,330
F_20200220_1_0660_0690,h,18,800,True,0.4,center,umap_color,1,0,104,15,150,61,0.7696969696969697,330
F_20200220_1_0660_0690,h,23,800,True,0.4,center,umap_color,1,0,117,52,113,48,0.696969696969697,330
F_20200220_1_0660_0690,h,43,800,True,0.4,center,umap_color,1,0,113,15,150,52,0.796969696969697,330
F_20200220_1_0660_0690,h,48,800,True,0.4,center,umap_color,1,0,136,102,63,29,0.603030303030303,330
F_20200220_1_0660_0690,rgb,3,864,True,0.4,center,umap_color,1,0,136,104,61,29,0.5969696969696969,330
F_20200220_1_0660_0690,rgb,8,864,True,0.4,center,umap_color,1,0,114,15,150,51,0.8,330
F_20200220_1_0660_0690,rgb,13,864,True,0.4,center,umap_color,1,0,99,15,150,66,0.7545454545454545,330
F_20200220_1_0660_0690,rgb,18,864,True,0.4,center,umap_color,1,0,115,16,149,50,0.8,330
F_20200220_1_0660_0690,rgb,23,864,True,0.4,center,umap_color,1,0,100,15,150,65,0.7575757575757576,330
F_20200220_1_0660_0690,rgb,28,864,True,0.4,center,umap_color,1,0,110,35,130,55,0.7272727272727273,330
F_20200220_1_0660_0690,rgb,33,864,True,0.4,center,umap_color,1,0,100,15,150,65,0.7575757575757576,330
F_20200220_1_0660_0690,rgb,38,864,True,0.4,center,umap_color,1,0,115,15,150,50,0.803030303030303,330
F_20200220_1_0660_0690,rgb,43,864,True,0.4,center,umap_color,1,0,121,76,89,44,0.6363636363636364,330
F_20200220_1_0660_0690,rgb,48,864,True,0.4,center,umap_color,1,0,134,99,66,31,0.6060606060606061,330
F_20200220_1_0690_0720,h,18,800,True,0.4,center,umap_color,1,0,138,34,131,27,0.8151515151515152,330
F_20200220_1_0690_0720,h,8,800,True,0.4,center,umap_color,1,0,139,33,132,26,0.8212121212121212,330
F_20200220_1_0690_0720,h,23,800,True,0.4,center,umap_color,1,0,139,33,132,26,0.8212121212121212,330
F_20200220_1_0690_0720,h,13,800,True,0.4,center,umap_color,1,0,139,34,131,26,0.8181818181818182,330
F_20200220_1_0690_0720,h,3,800,True,0.4,center,umap_color,1,0,130,33,132,35,0.793939393939394,330
F_20200220_1_0690_0720,h,28,800,True,0.4,center,umap_color,1,0,138,34,131,27,0.8151515151515152,330
F_20200220_1_0690_0720,h,38,800,True,0.4,center,umap_color,1,0,124,34,131,41,0.7727272727272727,330
F_20200220_1_0690_0720,h,33,800,True,0.4,center,umap_color,1,0,124,33,132,41,0.7757575757575758,330
