sequence,color_space,umap_components,original_feature_dim,umap_applied,crop_center_ratio,crop_method,experiment_stage,positive_label,negative_label,true_positive,false_positive,true_negative,false_negative,accuracy,num_samples
F_20200220_1_0660_0690,h,8,800,True,1.0,opencv_mask,umap_color,1,0,110,104,61,55,0.5181818181818182,330
F_20200220_1_0660_0690,h,13,800,True,1.0,opencv_mask,umap_color,1,0,105,104,61,60,0.503030303030303,330
F_20200220_1_0660_0690,h,18,800,True,1.0,opencv_mask,umap_color,1,0,110,106,59,55,0.5121212121212121,330
F_20200220_1_0660_0690,h,33,800,True,1.0,opencv_mask,umap_color,1,0,110,104,61,55,0.5181818181818182,330
F_20200220_1_0660_0690,h,28,800,True,1.0,opencv_mask,umap_color,1,0,111,106,59,54,0.5151515151515151,330
F_20200220_1_0660_0690,h,23,800,True,1.0,opencv_mask,umap_color,1,0,109,100,65,56,0.5272727272727272,330
F_20200220_1_0660_0690,h,43,800,True,1.0,opencv_mask,umap_color,1,0,108,102,63,57,0.5181818181818182,330
F_20200220_1_0660_0690,h,48,800,True,1.0,opencv_mask,umap_color,1,0,110,105,60,55,0.5151515151515151,330
F_20200220_1_0660_0690,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,113,108,57,52,0.5151515151515151,330
F_20200220_1_0660_0690,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,101,99,66,64,0.5060606060606061,330
F_20200220_1_0660_0690,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,108,106,59,57,0.5060606060606061,330
F_20200220_1_0660_0690,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,65,61,104,100,0.5121212121212121,330
F_20200220_1_0660_0690,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,111,107,58,54,0.5121212121212121,330
F_20200220_1_0660_0690,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,110,107,58,55,0.509090909090909,330
F_20200220_1_0660_0690,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,56,55,110,109,0.503030303030303,330
F_20200220_1_0660_0690,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,111,102,63,54,0.5272727272727272,330
F_20200220_1_0660_0690,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,109,100,65,56,0.5272727272727272,330
F_20200220_1_0660_0690,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,108,100,65,57,0.5242424242424243,330
F_20200220_1_0690_0720,h,8,800,True,1.0,opencv_mask,umap_color,1,0,133,29,136,32,0.8151515151515152,330
F_20200220_1_0690_0720,h,3,800,True,1.0,opencv_mask,umap_color,1,0,140,45,120,25,0.7878787878787878,330
F_20200220_1_0690_0720,h,33,800,True,1.0,opencv_mask,umap_color,1,0,140,48,117,25,0.7787878787878788,330
F_20200220_1_0690_0720,h,13,800,True,1.0,opencv_mask,umap_color,1,0,109,87,78,56,0.5666666666666667,330
F_20200220_1_0690_0720,h,23,800,True,1.0,opencv_mask,umap_color,1,0,109,89,76,56,0.5606060606060606,330
F_20200220_1_0690_0720,h,18,800,True,1.0,opencv_mask,umap_color,1,0,107,87,78,58,0.5606060606060606,330
F_20200220_1_0690_0720,h,38,800,True,1.0,opencv_mask,umap_color,1,0,111,89,76,54,0.5666666666666667,330
F_20200220_1_0690_0720,h,28,800,True,1.0,opencv_mask,umap_color,1,0,109,88,77,56,0.5636363636363636,330
F_20200220_1_0690_0720,h,43,800,True,1.0,opencv_mask,umap_color,1,0,139,48,117,26,0.7757575757575758,330
F_20200220_1_0690_0720,h,48,800,True,1.0,opencv_mask,umap_color,1,0,109,93,72,56,0.5484848484848485,330
F_20200220_1_0690_0720,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,139,47,118,26,0.7787878787878788,330
F_20200220_1_0690_0720,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,135,28,137,30,0.8242424242424242,330
F_20200220_1_0690_0720,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,134,29,136,31,0.8181818181818182,330
F_20200220_1_0690_0720,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,138,46,119,27,0.7787878787878788,330
F_20200220_1_0690_0720,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,137,44,121,28,0.7818181818181819,330
F_20200220_1_0690_0720,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,139,45,120,26,0.7848484848484848,330
F_20200220_1_0690_0720,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,109,91,74,56,0.5545454545454546,330
F_20200220_1_0690_0720,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,138,44,121,27,0.7848484848484848,330
F_20200220_1_0690_0720,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,110,94,71,55,0.5484848484848485,330
F_20200220_1_0690_0720,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,109,90,75,56,0.5575757575757576,330
F_20200220_1_0720_0750,h,8,800,True,1.0,opencv_mask,umap_color,1,0,125,23,142,40,0.8090909090909091,330
F_20200220_1_0720_0750,h,3,800,True,1.0,opencv_mask,umap_color,1,0,124,19,146,41,0.8181818181818182,330
F_20200220_1_0720_0750,h,13,800,True,1.0,opencv_mask,umap_color,1,0,126,22,143,39,0.8151515151515152,330
F_20200220_1_0720_0750,h,18,800,True,1.0,opencv_mask,umap_color,1,0,126,19,146,39,0.8242424242424242,330
F_20200220_1_0720_0750,h,28,800,True,1.0,opencv_mask,umap_color,1,0,124,23,142,41,0.806060606060606,330
F_20200220_1_0720_0750,h,33,800,True,1.0,opencv_mask,umap_color,1,0,125,21,144,40,0.8151515151515152,330
F_20200220_1_0720_0750,h,38,800,True,1.0,opencv_mask,umap_color,1,0,125,22,143,40,0.8121212121212121,330
F_20200220_1_0720_0750,h,23,800,True,1.0,opencv_mask,umap_color,1,0,125,22,143,40,0.8121212121212121,330
F_20200220_1_0720_0750,h,43,800,True,1.0,opencv_mask,umap_color,1,0,125,24,141,40,0.806060606060606,330
F_20200220_1_0720_0750,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,126,24,141,39,0.8090909090909091,330
F_20200220_1_0720_0750,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,126,24,141,39,0.8090909090909091,330
F_20200220_1_0720_0750,h,48,800,True,1.0,opencv_mask,umap_color,1,0,125,21,144,40,0.8151515151515152,330
F_20200220_1_0720_0750,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,123,17,148,42,0.8212121212121212,330
F_20200220_1_0720_0750,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,125,23,142,40,0.8090909090909091,330
F_20200220_1_0720_0750,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,125,19,146,40,0.8212121212121212,330
F_20200220_1_0720_0750,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,123,19,146,42,0.8151515151515152,330
F_20200220_1_0720_0750,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,125,17,148,40,0.8272727272727273,330
F_20200220_1_0720_0750,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,125,23,142,40,0.8090909090909091,330
F_20200220_1_0720_0750,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,124,20,145,41,0.8151515151515152,330
F_20200220_1_0720_0750,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,125,20,145,40,0.8181818181818182,330
F_20200220_1_0750_0780,h,13,800,True,1.0,opencv_mask,umap_color,1,0,102,48,117,63,0.6636363636363637,330
F_20200220_1_0750_0780,h,18,800,True,1.0,opencv_mask,umap_color,1,0,95,47,118,70,0.6454545454545455,330
F_20200220_1_0750_0780,h,8,800,True,1.0,opencv_mask,umap_color,1,0,112,61,104,53,0.6545454545454545,330
F_20200220_1_0750_0780,h,23,800,True,1.0,opencv_mask,umap_color,1,0,105,59,106,60,0.6393939393939394,330
F_20200220_1_0750_0780,h,33,800,True,1.0,opencv_mask,umap_color,1,0,105,55,110,60,0.6515151515151515,330
F_20200220_1_0750_0780,h,3,800,True,1.0,opencv_mask,umap_color,1,0,76,51,114,89,0.5757575757575758,330
F_20200220_1_0750_0780,h,28,800,True,1.0,opencv_mask,umap_color,1,0,105,56,109,60,0.6484848484848484,330
F_20200220_1_0750_0780,h,38,800,True,1.0,opencv_mask,umap_color,1,0,110,58,107,55,0.6575757575757576,330
F_20200220_1_0750_0780,h,43,800,True,1.0,opencv_mask,umap_color,1,0,92,48,117,73,0.6333333333333333,330
F_20200220_1_0750_0780,h,48,800,True,1.0,opencv_mask,umap_color,1,0,114,62,103,51,0.6575757575757576,330
F_20200220_1_0750_0780,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,107,65,100,58,0.6272727272727273,330
F_20200220_1_0750_0780,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,98,45,120,67,0.6606060606060606,330
F_20200220_1_0750_0780,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,102,48,117,63,0.6636363636363637,330
F_20200220_1_0750_0780,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,108,60,105,57,0.6454545454545455,330
F_20200220_1_0750_0780,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,107,58,107,58,0.6484848484848484,330
F_20200220_1_0750_0780,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,111,65,100,54,0.6393939393939394,330
F_20200220_1_0750_0780,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,105,56,109,60,0.6484848484848484,330
F_20200220_1_0750_0780,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,96,47,118,69,0.6484848484848484,330
F_20200220_1_0750_0780,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,113,61,104,52,0.6575757575757576,330
F_20200220_1_0750_0780,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,90,46,119,75,0.6333333333333333,330
F_20200220_1_0780_0810,h,3,800,True,1.0,opencv_mask,umap_color,1,0,92,90,75,73,0.5060606060606061,330
F_20200220_1_0780_0810,h,8,800,True,1.0,opencv_mask,umap_color,1,0,112,93,72,53,0.5575757575757576,330
F_20200220_1_0780_0810,h,33,800,True,1.0,opencv_mask,umap_color,1,0,156,155,10,9,0.503030303030303,330
F_20200220_1_0780_0810,h,23,800,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,h,28,800,True,1.0,opencv_mask,umap_color,1,0,112,93,72,53,0.5575757575757576,330
F_20200220_1_0780_0810,h,18,800,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,h,13,800,True,1.0,opencv_mask,umap_color,1,0,110,93,72,55,0.5515151515151515,330
F_20200220_1_0780_0810,h,38,800,True,1.0,opencv_mask,umap_color,1,0,113,93,72,52,0.5606060606060606,330
F_20200220_1_0780_0810,h,43,800,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,h,48,800,True,1.0,opencv_mask,umap_color,1,0,156,155,10,9,0.503030303030303,330
F_20200220_1_0780_0810,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,111,92,73,54,0.5575757575757576,330
F_20200220_1_0780_0810,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,112,92,73,53,0.5606060606060606,330
F_20200220_1_0780_0810,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0780_0810,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,112,93,72,53,0.5575757575757576,330
F_20200220_1_0780_0810,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,156,154,11,9,0.5060606060606061,330
F_20200220_1_0810_0840,h,8,800,True,1.0,opencv_mask,umap_color,1,0,75,64,101,90,0.5333333333333333,330
F_20200220_1_0810_0840,h,3,800,True,1.0,opencv_mask,umap_color,1,0,76,65,100,89,0.5333333333333333,330
F_20200220_1_0810_0840,h,23,800,True,1.0,opencv_mask,umap_color,1,0,73,64,101,92,0.5272727272727272,330
F_20200220_1_0810_0840,h,13,800,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,h,18,800,True,1.0,opencv_mask,umap_color,1,0,74,65,100,91,0.5272727272727272,330
F_20200220_1_0810_0840,h,28,800,True,1.0,opencv_mask,umap_color,1,0,74,63,102,91,0.5333333333333333,330
F_20200220_1_0810_0840,h,33,800,True,1.0,opencv_mask,umap_color,1,0,75,64,101,90,0.5333333333333333,330
F_20200220_1_0810_0840,h,38,800,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,h,43,800,True,1.0,opencv_mask,umap_color,1,0,73,64,101,92,0.5272727272727272,330
F_20200220_1_0810_0840,h,48,800,True,1.0,opencv_mask,umap_color,1,0,74,63,102,91,0.5333333333333333,330
F_20200220_1_0810_0840,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,76,64,101,89,0.5363636363636364,330
F_20200220_1_0810_0840,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,75,64,101,90,0.5333333333333333,330
F_20200220_1_0810_0840,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,74,63,102,91,0.5333333333333333,330
F_20200220_1_0810_0840,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,75,64,101,90,0.5333333333333333,330
F_20200220_1_0810_0840,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0810_0840,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,74,63,102,91,0.5333333333333333,330
F_20200220_1_0810_0840,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,74,64,101,91,0.5303030303030303,330
F_20200220_1_0840_0870,h,23,800,True,1.0,opencv_mask,umap_color,1,0,91,47,118,74,0.6333333333333333,330
F_20200220_1_0840_0870,h,13,800,True,1.0,opencv_mask,umap_color,1,0,121,105,60,44,0.5484848484848485,330
F_20200220_1_0840_0870,h,3,800,True,1.0,opencv_mask,umap_color,1,0,86,46,119,79,0.6212121212121212,330
F_20200220_1_0840_0870,h,33,800,True,1.0,opencv_mask,umap_color,1,0,121,113,52,44,0.5242424242424243,330
F_20200220_1_0840_0870,h,8,800,True,1.0,opencv_mask,umap_color,1,0,92,48,117,73,0.6333333333333333,330
F_20200220_1_0840_0870,h,18,800,True,1.0,opencv_mask,umap_color,1,0,90,49,116,75,0.6242424242424243,330
F_20200220_1_0840_0870,h,28,800,True,1.0,opencv_mask,umap_color,1,0,87,47,118,78,0.6212121212121212,330
F_20200220_1_0840_0870,h,38,800,True,1.0,opencv_mask,umap_color,1,0,120,114,51,45,0.5181818181818182,330
F_20200220_1_0840_0870,h,43,800,True,1.0,opencv_mask,umap_color,1,0,121,113,52,44,0.5242424242424243,330
F_20200220_1_0840_0870,h,48,800,True,1.0,opencv_mask,umap_color,1,0,89,49,116,76,0.6212121212121212,330
F_20200220_1_0840_0870,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,87,55,110,78,0.5969696969696969,330
F_20200220_1_0840_0870,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,93,48,117,72,0.6363636363636364,330
F_20200220_1_0840_0870,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,93,49,116,72,0.6333333333333333,330
F_20200220_1_0840_0870,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,92,49,116,73,0.6303030303030303,330
F_20200220_1_0840_0870,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,119,108,57,46,0.5333333333333333,330
F_20200220_1_0840_0870,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,89,48,117,76,0.6242424242424243,330
F_20200220_1_0840_0870,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,123,114,51,42,0.5272727272727272,330
F_20200220_1_0840_0870,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,122,106,59,43,0.5484848484848485,330
F_20200220_1_0840_0870,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,90,54,111,75,0.6090909090909091,330
F_20200220_1_0840_0870,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,86,49,116,79,0.6121212121212121,330
F_20200220_1_0870_0900,h,13,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,8,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,28,800,True,1.0,opencv_mask,umap_color,1,0,56,46,119,109,0.5303030303030303,330
F_20200220_1_0870_0900,h,23,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,18,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,3,800,True,1.0,opencv_mask,umap_color,1,0,64,61,104,101,0.509090909090909,330
F_20200220_1_0870_0900,h,38,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,33,800,True,1.0,opencv_mask,umap_color,1,0,57,46,119,108,0.5333333333333333,330
F_20200220_1_0870_0900,h,43,800,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,h,48,800,True,1.0,opencv_mask,umap_color,1,0,66,61,104,99,0.5151515151515151,330
F_20200220_1_0870_0900,rgb,3,864,True,1.0,opencv_mask,umap_color,1,0,64,60,105,101,0.5121212121212121,330
F_20200220_1_0870_0900,rgb,8,864,True,1.0,opencv_mask,umap_color,1,0,56,47,118,109,0.5272727272727272,330
F_20200220_1_0870_0900,rgb,13,864,True,1.0,opencv_mask,umap_color,1,0,66,61,104,99,0.5151515151515151,330
F_20200220_1_0870_0900,rgb,18,864,True,1.0,opencv_mask,umap_color,1,0,65,61,104,100,0.5121212121212121,330
F_20200220_1_0870_0900,rgb,23,864,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,rgb,28,864,True,1.0,opencv_mask,umap_color,1,0,55,45,120,110,0.5303030303030303,330
F_20200220_1_0870_0900,rgb,33,864,True,1.0,opencv_mask,umap_color,1,0,54,46,119,111,0.5242424242424243,330
F_20200220_1_0870_0900,rgb,38,864,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0870_0900,rgb,43,864,True,1.0,opencv_mask,umap_color,1,0,65,61,104,100,0.5121212121212121,330
F_20200220_1_0870_0900,rgb,48,864,True,1.0,opencv_mask,umap_color,1,0,55,46,119,110,0.5272727272727272,330
F_20200220_1_0000_0030,h,3,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,28,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,18,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,23,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,33,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,8,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,13,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,38,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,43,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,h,48,800,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,3,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,8,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,13,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,18,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,23,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,28,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,33,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,38,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,43,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0000_0030,rgb,48,864,True,1.0,sam2_mask,umap_color,1,0,125,106,54,39,0.5524691358024691,324
F_20200220_1_0030_0060,h,18,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,3,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,23,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,8,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,13,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,28,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,33,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,38,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,43,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,h,48,800,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,3,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,8,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,13,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,18,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,23,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,28,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,33,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,38,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,43,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0030_0060,rgb,48,864,True,1.0,sam2_mask,umap_color,1,0,113,102,61,51,0.5321100917431193,327
F_20200220_1_0060_0090,h,8,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,18,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,3,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,33,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,13,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,38,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,28,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,23,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,43,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,h,48,800,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,3,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,13,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,8,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,18,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,23,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,28,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,33,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,38,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,43,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0060_0090,rgb,48,864,True,1.0,sam2_mask,umap_color,1,0,113,103,59,47,0.5341614906832298,322
F_20200220_1_0090_0120,h,13,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
F_20200220_1_0090_0120,h,8,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
F_20200220_1_0090_0120,h,3,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
F_20200220_1_0090_0120,h,18,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
F_20200220_1_0090_0120,h,33,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
F_20200220_1_0090_0120,h,23,800,True,1.0,sam2_mask,umap_color,1,0,56,49,109,105,0.5172413793103449,319
